judul,konteks,komen,apakah_komen_utama,dari_komen_utama,emoticon,label
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Apa fulus yang diberikan kurang. Apa kekurangan air 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Dah laah pensiun aja dg tenang... Ngapain jg masih cawe2, urus politik...",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",😂😂😂😂😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Real Gelandangan Politik gak sih?,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Di rezim jokowi muncul fenomena partai coklat...,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Ditempatku min cilacap bansos udh turun, katanya dr Lutfi 😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",AWAS😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Datang ke daerah-daerah untuk menakut nakuti pendukung yang masih pegang kekuasaan supaya memenangkan calon pilihan mulyono. 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Mau heran tapi Jokowi 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",the real power syndrome 😂,TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Kenapa ga nyalon aja sekalian jadi kepala daerah!,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Gilak!,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Udh pensiun pun masih ajaa ngurusi ""anak buah"" nya😂",TRUE,Tidak ada,TRUE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","ASN ga boleh ikut kampanye tapi pucuk kepala ASN ikut kampanye dan tidak melanggar, emang udah rusak negeri ini. Gak 100% nyalahin pejabatnya sih karena pemimpin itu lahir dari rakyat, meskipun tidak 100% mencerminkan rakyatnya tapi setidaknya 58% mencerminkan bagaimana kualitas rakyat di negeri ini.",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Urat malunya udh putus,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",RAJA JAWA PANIK,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Saya akan kembali ke Solo menjadi CALO,TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.","Didukung malah pada melorot, pake rencana B paling efektif yaitu: Curang",TRUE,Tidak ada,FALSE,
Pak Jokowi cawe cawe lagi setelah sebulan pensiun,"jokowi kembali. Ia batalkan puasa politik sebulan setelah pensiun menjadi presiden begitu melihat calon-calon gubernur dalam pemilihan kepala daerah serentak yang ia dukung melorot elektabilitasnya.  Ia berkampanye di Jawa Tengah, ia mengumpulkan relawan di Jakarta. Jika cukup waktu ia mungkin juga terbang ke Sumatera Utara karena di sana menantunya menjadi kandidat gubernur. Juga ke kabupaten dan kota, tempat para ajudannya berkompetisi menjadi kepala daerah.  Jokowi juga meminta Presiden Prabowo Subianto cawe-cawe dalam pilkada. Jokowi kini punya teman presiden yang melanggar asas netralitas dan etika demokrasi. Apalagi, Badan Pengawas Pemilu jiper dengan menyebut video Prabowo mendukung calon gubernur Jawa Tengah tak melanggar aturan apa pun.",Sy titip...sy titip...sy titip....sy titip....sy titip....sy titip....sy titip.....seluruh indonesia dia nitippppp 😭,TRUE,Tidak ada,TRUE,
